GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39
0400000US24,24,Maryland,532517,884,271502,664,261015,517,14.4,0.4,17.4,0.5,11.3,0.5,32.8,0.5,35.7,0.7,29.9,0.6,40.1,0.6,36.7,0.8,43.6,0.8,12.6,0.4,10.2,0.5,15.2,0.6,3738604,852,1761236,825,1977368,519,4.3,0.1,4.6,0.1,4.1,0.1,8.2,0.1,8.6,0.2,7.7,0.1,26.8,0.2,26.8,0.3,26.8,0.2,19.3,0.1,18.5,0.2,20.0,0.2,6.3,0.1,5.4,0.1,7.1,0.1,19.6,0.2,19.5,0.2,19.7,0.2,15.6,0.2,16.5,0.2,14.7,0.2,87.5,0.1,86.7,0.2,88.2,0.2,35.2,0.2,36.1,0.3,34.4,0.2,43629,188,50708,240,37462,209,74383,544,91454,955,62319,575
0400000US25,25,Massachusetts,645115,561,322133,326,322982,463,12.7,0.3,14.9,0.5,10.5,0.4,30.2,0.6,32.5,0.7,28.0,0.7,42.6,0.7,40.2,0.9,45.1,0.8,14.5,0.4,12.4,0.5,16.5,0.6,4416135,731,2095925,537,2320210,523,4.9,0.1,5.0,0.1,4.9,0.1,6.7,0.1,7.2,0.1,6.2,0.1,27.2,0.2,27.7,0.3,26.7,0.2,15.8,0.1,15.4,0.2,16.2,0.2,7.6,0.1,6.3,0.1,8.7,0.1,21.7,0.1,21.8,0.2,21.5,0.2,16.1,0.1,16.6,0.2,15.6,0.2,88.4,0.1,87.8,0.2,88.9,0.1,37.8,0.2,38.5,0.2,37.2,0.3,41716,192,50167,293,34248,211,66605,442,84764,919,55595,530
0400000US26,26,Michigan,988620,1119,503182,788,485438,604,15.6,0.3,18.0,0.4,13.1,0.4,29.7,0.4,32.2,0.6,27.2,0.5,46.3,0.4,43.0,0.6,49.8,0.6,8.3,0.2,6.8,0.3,9.9,0.3,6611617,1366,3185680,1224,3425937,865,3.7,0.1,3.9,0.1,3.6,0.1,8.9,0.1,9.5,0.1,8.4,0.1,31.8,0.1,31.5,0.2,32.1,0.2,23.1,0.1,23.0,0.1,23.2,0.1,8.0,0.1,6.9,0.1,8.9,0.1,15.2,0.1,15.3,0.2,15.0,0.1,9.3,0.1,10.0,0.1,8.7,0.1,87.4,0.1,86.6,0.1,88.0,0.1,24.5,0.2,25.3,0.2,23.7,0.2,33511,134,42199,209,26273,123,65538,433,79067,607,55112,466
0400000US27,27,Minnesota,523046,866,264281,617,258765,609,13.2,0.3,15.3,0.5,11.1,0.4,29.3,0.5,33.0,0.7,25.5,0.7,46.9,0.5,43.3,0.7,50.6,0.7,10.6,0.3,8.4,0.4,12.8,0.5,3403202,1101,1669899,909,1733303,708,3.6,0.1,3.7,0.1,3.6,0.1,5.2,0.1,5.7,0.1,4.8,0.1,28.1,0.2,28.4,0.2,27.8,0.2,22.3,0.2,21.7,0.2,22.9,0.2,9.5,0.1,9.0,0.1,10.1,0.2,21.2,0.2,21.0,0.2,21.5,0.2,10.0,0.1,10.6,0.1,9.4,0.1,91.1,0.1,90.6,0.1,91.7,0.1,31.2,0.2,31.5,0.2,30.8,0.2,36997,144,43872,196,30364,131,61998,565,73942,858,53014,598
0400000US28,28,Mississippi,315158,1324,162122,1002,153036,790,21.5,0.5,24.8,0.8,17.9,0.8,32.2,0.8,35.0,1.1,29.2,1.2,40.7,0.7,35.7,1.0,46.1,1.1,5.6,0.3,4.5,0.4,6.8,0.5,1842950,1349,863393,1137,979557,870,7.5,0.1,8.3,0.2,6.7,0.2,13.6,0.2,14.2,0.3,13.1,0.3,31.2,0.2,31.8,0.4,30.7,0.3,21.2,0.3,20.7,0.4,21.6,0.3,7.5,0.1,6.2,0.2,8.6,0.2,12.4,0.2,12.0,0.3,12.8,0.2,6.7,0.1,6.8,0.2,6.5,0.2,78.9,0.3,77.5,0.3,80.2,0.3,19.1,0.3,18.8,0.3,19.3,0.3,27819,239,33714,308,22242,198,50277,794,65244,1606,43063,744
0400000US29,29,Missouri,589319,1413,299660,824,289659,1417,17.2,0.4,19.4,0.6,15.1,0.6,31.9,0.5,34.9,0.7,28.7,0.7,41.8,0.5,38.6,0.7,45.1,0.8,9.1,0.3,7.1,0.4,11.2,0.5,3883907,1584,1849485,1343,2034422,877,4.9,0.1,5.0,0.1,4.8,0.1,9.5,0.1,9.7,0.1,9.4,0.1,33.0,0.2,33.6,0.3,32.4,0.2,21.6,0.1,20.8,0.2,22.4,0.2,6.4,0.1,5.7,0.1,6.9,0.1,15.6,0.1,15.9,0.2,15.3,0.2,9.0,0.1,9.2,0.1,8.7,0.1,85.6,0.1,85.4,0.2,85.8,0.2,24.6,0.2,25.2,0.2,24.1,0.2,31443,125,38058,211,25808,150,52551,400,66523,952,45093,439
0400000US30,30,Montana,103470,783,54264,464,49206,662,15.7,1.0,17.4,1.3,13.7,1.5,34.8,1.5,38.1,1.9,31.1,1.9,42.3,1.7,39.0,2.3,45.8,2.1,7.3,0.8,5.5,0.9,9.3,1.1,633088,816,310814,657,322274,515,3.2,0.2,3.6,0.2,2.8,0.2,6.4,0.2,6.6,0.3,6.1,0.3,31.9,0.3,32.7,0.5,31.2,0.5,23.8,0.3,22.9,0.5,24.8,0.5,7.6,0.2,6.8,0.3,8.4,0.3,18.7,0.4,18.1,0.5,19.3,0.4,8.3,0.2,9.3,0.3,7.4,0.3,90.4,0.2,89.7,0.4,91.1,0.3,27.0,0.4,27.3,0.5,26.7,0.5,27105,232,33805,372,21541,274,45323,1120,53352,1669,39426,1234
0400000US31,31,Nebraska,194946,585,99888,449,95058,391,13.3,0.6,15.6,0.9,10.8,0.7,28.3,0.7,30.3,1.0,26.2,1.0,48.7,0.9,46.5,1.2,51.0,1.3,9.8,0.5,7.5,0.6,12.1,0.7,1131193,840,549800,630,581393,629,4.3,0.1,4.6,0.2,3.9,0.1,6.1,0.1,6.5,0.2,5.7,0.2,30.3,0.3,30.5,0.3,30.1,0.4,23.4,0.2,22.4,0.3,24.3,0.3,8.9,0.1,8.8,0.2,9.1,0.2,18.5,0.2,18.2,0.3,18.8,0.3,8.5,0.1,9.0,0.2,8.0,0.2,89.7,0.2,88.9,0.3,90.4,0.3,27.1,0.3,27.3,0.3,26.9,0.4,31235,164,37295,289,25398,210,52299,727,64347,1450,45634,789
0400000US32,32,Nevada,223022,864,116248,741,106774,411,23.3,0.8,26.0,1.1,20.4,1.0,36.2,0.8,38.0,1.3,34.3,1.1,34.3,0.9,31.4,1.2,37.5,1.2,6.1,0.4,4.6,0.5,7.8,0.6,1664181,934,841125,816,823056,463,6.5,0.2,6.7,0.2,6.3,0.2,9.8,0.2,10.0,0.3,9.6,0.2,29.9,0.3,29.7,0.4,30.2,0.4,25.1,0.3,24.6,0.4,25.6,0.3,7.3,0.1,6.9,0.2,7.7,0.2,14.3,0.2,14.6,0.3,14.0,0.3,7.2,0.2,7.7,0.2,6.7,0.2,83.7,0.2,83.3,0.3,84.1,0.3,21.5,0.3,22.2,0.3,20.7,0.4,34478,223,40183,306,29681,281,60086,1106,72145,1901,52089,1023
0400000US33,33,New Hampshire,127782,442,64522,294,63260,306,13.5,0.7,16.3,1.1,10.7,0.8,32.5,1.0,34.9,1.3,30.1,1.5,43.1,1.1,39.7,1.6,46.6,1.8,10.8,0.8,9.1,0.7,12.6,1.2,889457,467,431420,361,458037,356,3.0,0.1,3.4,0.2,2.7,0.2,6.5,0.2,7.2,0.3,5.8,0.3,30.2,0.4,30.3,0.6,30.0,0.5,18.7,0.3,18.0,0.4,19.2,0.4,9.2,0.2,7.8,0.3,10.6,0.3,20.9,0.3,20.9,0.4,20.8,0.4,11.6,0.2,12.4,0.3,10.8,0.3,90.5,0.3,89.4,0.4,91.5,0.3,32.4,0.4,33.3,0.5,31.7,0.4,37885,290,47076,516,30015,299,61222,959,80719,1902,50593,996
0400000US34,34,New Jersey,735507,537,378144,497,357363,329,14.6,0.4,17.2,0.6,11.9,0.4,31.7,0.4,34.3,0.6,29.0,0.6,40.6,0.5,37.9,0.7,43.4,0.7,13.1,0.3,10.7,0.3,15.7,0.4,5842758,575,2792609,538,3050149,443,5.6,0.1,5.6,0.1,5.5,0.1,7.6,0.1,7.8,0.1,7.4,0.1,29.9,0.2,28.9,0.2,30.8,0.2,16.6,0.1,16.6,0.2,16.6,0.2,6.2,0.1,5.3,0.1,6.9,0.1,21.5,0.1,21.8,0.2,21.2,0.2,12.7,0.1,14.0,0.1,11.5,0.1,86.8,0.1,86.6,0.2,87.1,0.1,34.1,0.2,35.7,0.2,32.7,0.2,43568,150,51982,207,35435,206,79464,547,97811,727,62607,600
0400000US35,35,New Mexico,201713,792,104933,585,96780,492,22.5,1.0,24.5,1.2,20.3,1.3,32.7,0.9,34.1,1.2,31.1,1.3,40.0,1.1,37.7,1.3,42.6,1.6,4.8,0.4,3.7,0.4,6.0,0.6,1259126,793,610334,695,648792,579,8.0,0.2,8.4,0.3,7.6,0.2,9.9,0.2,10.2,0.3,9.6,0.3,27.4,0.4,27.9,0.5,27.0,0.4,22.5,0.3,21.5,0.4,23.4,0.4,7.1,0.2,6.7,0.2,7.5,0.2,14.5,0.2,14.2,0.3,14.8,0.3,10.6,0.2,11.1,0.3,10.1,0.2,82.1,0.3,81.4,0.4,82.8,0.3,25.1,0.3,25.2,0.4,25.0,0.4,28987,286,34432,395,23855,329,53264,773,67328,1981,46252,857
0400000US36,36,New York,1877930,1207,952341,944,925589,656,16.0,0.2,18.6,0.3,13.3,0.3,28.4,0.2,30.6,0.3,26.2,0.3,42.3,0.3,39.9,0.4,44.7,0.4,13.3,0.2,10.9,0.2,15.8,0.3,13047684,1127,6172340,925,6875344,702,7.0,0.1,6.9,0.1,7.0,0.1,8.8,0.1,9.1,0.1,8.5,0.1,28.6,0.1,28.6,0.2,28.6,0.1,15.6,0.1,16.0,0.1,15.3,0.1,8.1,0.1,7.3,0.1,8.9,0.1,18.2,0.1,18.7,0.1,17.8,0.1,13.6,0.1,13.4,0.1,13.8,0.1,84.2,0.1,84.0,0.1,84.5,0.1,31.8,0.1,32.1,0.2,31.6,0.1,37847,113,43573,151,32254,94,65570,312,79589,558,57102,284
0400000US37,37,North Carolina,899371,1394,471659,1064,427712,838,17.5,0.3,20.0,0.5,14.8,0.4,32.2,0.4,35.3,0.6,28.8,0.6,41.8,0.5,38.2,0.7,45.7,0.7,8.5,0.3,6.5,0.3,10.7,0.4,5940248,1571,2822608,1416,3117640,1359,6.3,0.1,7.2,0.1,5.6,0.1,10.7,0.1,11.5,0.1,9.9,0.1,28.6,0.2,29.2,0.2,28.1,0.2,20.4,0.1,19.2,0.2,21.4,0.2,8.2,0.1,7.0,0.1,9.3,0.1,17.3,0.1,17.0,0.2,17.5,0.2,8.5,0.1,8.9,0.1,8.2,0.1,83.0,0.1,81.3,0.2,84.5,0.2,25.8,0.2,25.9,0.2,25.7,0.2,30940,111,36097,211,26169,100,56266,531,73465,964,47943,336
0400000US38,38,North Dakota,87872,579,46411,427,41461,366,8.6,0.6,8.7,0.9,8.5,0.9,29.2,1.3,33.1,1.7,24.8,1.9,52.5,1.4,50.2,1.7,55.1,2.3,9.7,0.8,8.0,0.9,11.7,1.3,408469,664,201207,511,207262,432,6.0,0.2,6.4,0.2,5.7,0.3,5.2,0.2,5.5,0.3,5.0,0.2,28.5,0.4,29.1,0.6,27.8,0.5,22.9,0.4,22.3,0.6,23.5,0.5,11.8,0.3,11.5,0.3,12.0,0.3,19.1,0.4,17.9,0.5,20.2,0.5,6.5,0.2,7.2,0.3,5.9,0.3,88.7,0.2,88.1,0.4,89.4,0.3,25.6,0.4,25.1,0.5,26.1,0.5,30882,233,38561,419,23973,377,50782,1224,59239,2124,43000,1287
0400000US39,39,Ohio,1079419,1145,548058,833,531361,644,16.3,0.3,18.8,0.4,13.8,0.4,33.2,0.4,35.8,0.6,30.6,0.4,41.9,0.4,38.7,0.6,45.3,0.5,8.5,0.2,6.8,0.3,10.3,0.3,7671550,1232,3653529,1144,4018021,848,3.5,0.1,3.6,0.1,3.5,0.1,9.7,0.1,10.0,0.1,9.4,0.1,36.3,0.2,36.3,0.2,36.3,0.2,19.8,0.1,19.6,0.1,20.0,0.1,7.1,0.1,6.1,0.1,8.1,0.1,15.0,0.1,15.4,0.1,14.6,0.1,8.6,0.1,9.1,0.1,8.1,0.1,86.8,0.1,86.4,0.1,87.1,0.1,23.6,0.1,24.5,0.2,22.7,0.2,32657,132,40035,180,26325,105,59055,359,72328,668,50854,437
0400000US40,40,Oklahoma,384844,1292,201014,888,183830,751,18.4,0.4,20.6,0.6,16.0,0.6,34.1,0.6,36.1,0.8,31.8,0.8,41.1,0.7,37.9,0.9,44.6,0.9,6.4,0.3,5.3,0.4,7.6,0.5,2324261,1363,1117485,1104,1206776,876,5.0,0.1,5.4,0.1,4.6,0.1,10.2,0.1,10.4,0.2,10.0,0.2,32.7,0.2,32.4,0.3,32.9,0.3,23.0,0.2,22.5,0.3,23.5,0.2,6.7,0.1,6.3,0.1,7.1,0.2,15.1,0.2,15.1,0.2,15.1,0.2,7.3,0.1,7.9,0.2,6.7,0.1,84.8,0.2,84.2,0.2,85.3,0.2,22.4,0.2,23.0,0.3,21.9,0.2,29688,188,35822,257,23663,224,50563,538,64393,1331,41962,562
0400000US41,41,Oregon,356297,728,181994,550,174303,433,16.9,0.5,19.6,0.8,14.1,0.7,32.8,0.7,35.3,1.0,30.1,0.9,42.1,0.7,38.6,1.1,45.7,1.0,8.2,0.3,6.4,0.4,10.1,0.5,2506582,797,1223992,638,1282590,572,4.3,0.1,4.7,0.1,3.9,0.1,7.5,0.1,7.9,0.2,7.0,0.2,26.0,0.2,25.5,0.3,26.4,0.3,26.1,0.2,25.0,0.2,27.1,0.2,8.0,0.1,7.8,0.2,8.1,0.2,18.1,0.2,18.2,0.2,18.0,0.2,10.2,0.2,10.9,0.2,9.5,0.2,88.3,0.2,87.4,0.2,89.1,0.2,28.3,0.3,29.1,0.3,27.5,0.3,31581,183,38387,305,25482,203,54084,624,67330,1432,43853,763
0400000US42,42,Pennsylvania,1193167,941,603765,685,589402,570,14.1,0.2,16.5,0.4,11.5,0.3,32.9,0.3,35.5,0.5,30.4,0.5,42.4,0.4,39.5,0.5,45.3,0.5,10.6,0.2,8.5,0.3,12.7,0.3,8510688,998,4043218,1038,4467470,753,4.1,0.1,4.0,0.1,4.1,0.1,9.1,0.1,9.2,0.1,8.9,0.1,38.1,0.2,37.5,0.2,38.7,0.2,15.6,0.1,15.6,0.1,15.7,0.1,7.2,0.1,6.5,0.1,7.8,0.1,16.1,0.1,16.7,0.1,15.5,0.1,9.9,0.1,10.5,0.1,9.3,0.1,86.9,0.1,86.8,0.1,86.9,0.1,26.0,0.2,27.2,0.2,24.8,0.2,34120,118,41388,152,27305,105,62321,393,78150,654,51881,365
0400000US44,44,Rhode Island,109997,440,55567,302,54430,260,12.8,0.8,15.5,1.3,10.1,1.0,28.8,1.3,31.8,1.6,25.8,1.7,48.4,1.2,44.6,1.6,52.2,1.7,10.0,0.7,8.1,0.8,12.0,1.1,713722,465,336918,377,376804,324,7.0,0.2,7.3,0.4,6.7,0.3,9.6,0.3,10.1,0.4,9.2,0.4,28.7,0.4,28.2,0.5,29.2,0.5,17.2,0.3,16.5,0.4,17.7,0.4,7.7,0.2,7.2,0.3,8.3,0.3,18.2,0.3,19.1,0.4,17.5,0.4,11.5,0.3,11.6,0.4,11.5,0.3,83.4,0.4,82.6,0.5,84.1,0.4,29.8,0.4,30.7,0.5,28.9,0.4,36962,337,44088,446,30572,396,64377,1161,77699,1895,55495,1661
0400000US45,45,South Carolina,439558,906,228945,706,210613,550,18.9,0.5,22.2,0.6,15.4,0.6,34.5,0.6,36.5,0.8,32.2,0.7,39.1,0.6,35.4,0.8,43.1,0.9,7.5,0.3,5.8,0.4,9.3,0.5,2915965,901,1377934,830,1538031,617,6.2,0.1,6.7,0.2,5.8,0.1,11.6,0.1,12.3,0.2,10.9,0.2,31.5,0.2,31.3,0.3,31.6,0.3,19.1,0.2,18.2,0.3,20.0,0.2,8.2,0.1,7.4,0.1,8.9,0.2,15.3,0.2,15.8,0.2,14.8,0.2,8.2,0.1,8.3,0.2,8.0,0.2,82.2,0.2,81.0,0.3,83.3,0.2,23.5,0.2,24.1,0.2,22.9,0.2,30313,128,36156,247,25060,162,52135,468,64605,1407,45626,668
0400000US46,46,South Dakota,86327,612,44964,499,41363,362,16.5,1.0,18.8,1.6,14.0,1.2,30.0,1.2,31.8,1.8,28.1,1.4,46.2,1.4,43.9,2.0,48.7,1.7,7.3,0.7,5.6,1.0,9.3,1.1,513787,632,251711,537,262076,447,5.1,0.2,5.5,0.3,4.7,0.2,6.1,0.2,6.6,0.3,5.6,0.2,33.3,0.4,34.8,0.6,31.8,0.5,21.6,0.3,20.6,0.5,22.5,0.4,9.4,0.3,8.3,0.4,10.4,0.3,17.6,0.4,16.5,0.5,18.7,0.5,7.0,0.2,7.7,0.3,6.2,0.3,88.8,0.3,88.0,0.4,89.7,0.3,24.6,0.4,24.2,0.5,24.9,0.5,29033,254,34338,349,23922,327,47236,1253,55929,2203,40652,1264
0400000US47,47,Tennessee,573728,1193,291868,958,281860,692,17.0,0.4,19.3,0.6,14.6,0.5,36.6,0.5,39.0,0.7,34.2,0.6,38.5,0.5,35.5,0.8,41.7,0.8,7.8,0.3,6.2,0.4,9.6,0.5,4110195,1223,1955407,1094,2154788,966,7.1,0.1,7.5,0.1,6.7,0.1,11.1,0.1,11.6,0.2,10.7,0.2,33.5,0.2,33.6,0.3,33.4,0.2,20.1,0.1,19.3,0.2,20.8,0.2,5.8,0.1,4.9,0.1,6.6,0.1,14.6,0.1,14.9,0.2,14.3,0.2,7.8,0.1,8.1,0.1,7.4,0.1,81.8,0.2,80.9,0.2,82.6,0.2,22.4,0.2,23.1,0.2,21.8,0.2,30276,124,35794,203,25062,152,53766,552,70121,1169,45603,550
0400000US48,48,Texas,2463010,2440,1279485,1981,1183525,2247,20.7,0.2,23.6,0.3,17.6,0.3,32.7,0.3,34.3,0.4,30.9,0.4,39.9,0.3,36.8,0.4,43.2,0.4,6.8,0.2,5.3,0.2,8.3,0.2,14722918,2707,7205371,2117,7517547,1878,10.3,0.1,10.6,0.1,10.0,0.1,10.4,0.1,10.8,0.1,10.0,0.1,26.2,0.1,25.8,0.1,26.6,0.1,21.5,0.1,20.6,0.1,22.4,0.1,6.2,0.1,5.9,0.1,6.5,0.1,17.0,0.1,17.2,0.1,16.9,0.1,8.3,0.1,9.1,0.1,7.5,0.1,79.3,0.1,78.6,0.1,79.9,0.1,25.4,0.1,26.3,0.1,24.5,0.1,31815,89,37546,171,26038,96,61492,286,78347,592,50361,266
0400000US49,49,Utah,340982,632,172520,448,168462,440,13.2,0.5,15.0,0.7,11.3,0.7,30.5,0.7,34.4,0.9,26.6,0.8,50.4,0.8,47.2,1.1,53.7,1.0,5.9,0.3,3.4,0.3,8.4,0.6,1485345,603,736447,495,748898,439,3.1,0.1,3.2,0.1,3.0,0.1,6.5,0.1,6.7,0.2,6.2,0.2,25.4,0.3,24.0,0.4,26.8,0.3,27.0,0.2,25.6,0.3,28.4,0.3,9.2,0.2,8.4,0.2,10.0,0.2,19.5,0.3,20.0,0.3,18.9,0.3,9.3,0.2,11.9,0.2,6.6,0.2,90.4,0.2,90.0,0.2,90.8,0.2,28.7,0.3,31.9,0.4,25.6,0.3,32803,205,42330,277,23379,246,60596,885,71798,1140,46889,1097
0400000US50,50,Vermont,68299,332,34886,198,33413,253,10.9,0.8,11.2,1.0,10.5,1.1,31.9,1.4,36.1,1.9,27.6,1.7,47.3,1.6,45.9,2.3,48.7,2.4,9.9,0.9,6.8,0.9,13.2,1.5,421096,325,202876,303,218220,251,3.5,0.2,3.9,0.2,3.2,0.2,6.3,0.2,7.1,0.3,5.7,0.3,32.3,0.5,34.7,0.6,30.1,0.6,16.5,0.3,15.2,0.5,17.7,0.4,8.4,0.3,7.5,0.3,9.3,0.4,20.1,0.3,19.0,0.4,21.2,0.4,12.8,0.3,12.6,0.4,12.9,0.4,90.1,0.3,89.0,0.4,91.2,0.3,32.9,0.4,31.6,0.5,34.1,0.5,32239,283,38046,461,26990,337,50090,1116,59836,2164,42280,1007
0400000US51,51,Virginia,797902,1432,416094,1214,381808,979,13.8,0.3,15.7,0.5,11.7,0.4,33.4,0.5,37.0,0.7,29.4,0.7,41.4,0.5,37.9,0.7,45.1,0.7,11.5,0.3,9.4,0.4,13.7,0.4,5092358,1855,2441737,1766,2650621,1060,5.5,0.1,6.0,0.1,5.1,0.1,8.7,0.1,9.0,0.1,8.4,0.1,26.3,0.2,26.4,0.2,26.2,0.2,19.4,0.1,18.5,0.2,20.2,0.2,6.6,0.1,5.8,0.1,7.4,0.1,19.8,0.1,19.1,0.2,20.5,0.2,13.6,0.1,15.1,0.2,12.2,0.1,85.8,0.1,85.0,0.2,86.5,0.2,33.4,0.2,34.3,0.2,32.7,0.2,38656,166,46036,277,31410,158,74225,634,94467,1042,56475,524
0400000US53,53,Washington,628844,876,327906,669,300938,436,17.4,0.4,20.0,0.5,14.6,0.5,31.9,0.5,34.5,0.6,29.2,0.7,42.3,0.6,38.8,0.8,46.0,0.7,8.4,0.3,6.7,0.3,10.2,0.4,4289438,892,2103782,700,2185656,600,4.0,0.1,4.1,0.1,3.9,0.1,6.6,0.1,6.9,0.1,6.4,0.1,24.6,0.2,24.6,0.2,24.6,0.2,24.7,0.1,23.6,0.2,25.7,0.2,9.3,0.1,8.8,0.1,9.8,0.1,19.9,0.1,20.3,0.2,19.5,0.2,10.9,0.1,11.7,0.2,10.1,0.1,89.4,0.1,89.0,0.1,89.7,0.2,30.8,0.2,32.0,0.2,29.6,0.2,37162,168,45209,334,29278,190,61838,465,77021,1157,50481,681
0400000US54,54,West Virginia,170890,803,88438,642,82452,402,16.6,0.7,18.3,0.9,14.8,0.9,35.2,0.9,37.4,1.3,33.0,1.2,40.8,0.8,38.4,1.1,43.4,1.3,7.4,0.6,5.9,0.7,8.9,0.9,1253685,801,599939,602,653746,591,6.9,0.2,7.6,0.2,6.4,0.2,11.5,0.2,11.7,0.3,11.3,0.2,41.4,0.4,42.2,0.5,40.7,0.5,17.3,0.2,16.5,0.3,18.0,0.3,5.7,0.1,4.7,0.2,6.7,0.2,10.4,0.2,10.5,0.3,10.3,0.2,6.7,0.2,6.8,0.2,6.6,0.2,81.6,0.3,80.7,0.4,82.4,0.3,17.1,0.3,17.3,0.3,16.9,0.3,28461,243,35326,378,21923,219,49607,685,62764,2173,44236,578
0400000US55,55,Wisconsin,585806,792,298036,668,287770,428,13.1,0.3,15.5,0.5,10.7,0.3,33.0,0.5,36.2,0.7,29.6,0.7,45.1,0.5,41.3,0.7,49.1,0.7,8.8,0.3,7.0,0.4,10.6,0.4,3693307,1048,1806480,991,1886827,653,3.8,0.1,3.9,0.1,3.7,0.1,7.2,0.1,7.9,0.1,6.5,0.1,34.3,0.2,34.5,0.2,34.1,0.2,20.5,0.2,20.1,0.2,20.8,0.2,8.8,0.1,8.3,0.1,9.3,0.1,17.0,0.2,16.5,0.2,17.5,0.2,8.4,0.1,8.8,0.1,8.1,0.1,89.0,0.1,88.2,0.1,89.8,0.1,25.5,0.2,25.3,0.2,25.6,0.2,33896,127,41218,181,27313,128,57236,431,69414,790,50020,425
0400000US56,56,Wyoming,58505,505,31341,415,27164,325,14.3,1.2,16.2,1.9,12.2,1.4,34.1,1.6,36.6,1.9,31.2,2.3,45.3,1.5,42.5,2.3,48.5,2.1,6.3,0.7,4.8,1.0,8.1,1.1,339475,537,169532,433,169943,421,2.7,0.2,2.9,0.3,2.4,0.2,6.3,0.3,6.5,0.4,6.0,0.4,31.9,0.6,33.6,0.9,30.3,0.7,26.6,0.5,25.2,0.8,28.0,0.6,9.3,0.3,8.2,0.5,10.4,0.5,15.6,0.5,15.2,0.7,16.0,0.6,7.7,0.3,8.4,0.4,7.0,0.3,91.1,0.3,90.6,0.5,91.6,0.4,23.2,0.5,23.6,0.7,22.9,0.6,32412,444,43238,846,23432,474,52444,1236,58559,3449,47363,2818
0400000US72,72,Puerto Rico,398788,85,200756,82,198032,*****,19.2,0.4,24.0,0.6,14.4,0.5,29.4,0.5,31.7,0.7,27.0,0.7,44.5,0.5,39.8,0.7,49.2,0.8,6.9,0.3,4.4,0.3,9.4,0.4,2541713,86,1179801,83,1361912,*****,22.5,0.2,23.5,0.3,21.7,0.2,10.8,0.1,12.1,0.2,9.7,0.2,24.9,0.2,26.9,0.3,23.1,0.2,12.2,0.1,12.4,0.2,12.0,0.2,8.6,0.1,7.5,0.2,9.5,0.2,15.6,0.2,12.6,0.2,18.2,0.2,5.4,0.1,4.9,0.1,5.7,0.1,66.7,0.2,64.4,0.3,68.7,0.2,21.0,0.2,17.6,0.3,23.9,0.2,16592,91,16581,139,16605,122,36074,479,45628,1586,32153,440
